TOP.642750e1.000b6502	START
TOP.648b6fa2.0007b796	user_options->multiply_accel_disable	0
TOP.648b6fa2.0007b796	user_options->backend_info	0
TOP.648b6fa2.0007b796	user_options->backend_vector_width	0
TOP.648b6fa2.0007b796	user_options->optimized_kernel_enable	0
TOP.648b6fa2.0007b796	user_options->outfile_autohex	1
TOP.648b6fa2.0007b796	user_options->outfile_check_timer	5
TOP.648b6fa2.0007b796	user_options->outfile_format	3
TOP.648b6fa2.0007b796	user_options->wordlist_autohex_disable	0
TOP.648b6fa2.0007b796	user_options->potfile_disable	0
TOP.648b6fa2.0007b796	user_options->progress_only	0
TOP.648b6fa2.0007b796	user_options->quiet	0
TOP.648b6fa2.0007b796	user_options->remove	0
TOP.648b6fa2.0007b796	user_options->remove_timer	60
TOP.648b6fa2.0007b796	user_options->restore	0
TOP.648b6fa2.0007b796	user_options->restore_disable	0
TOP.648b6fa2.0007b796	user_options->restore_timer	1
TOP.648b6fa2.0007b796	user_options->rp_files_cnt	0
TOP.648b6fa2.0007b796	user_options->rp_gen	0
TOP.648b6fa2.0007b796	user_options->rp_gen_func_max	4
TOP.648b6fa2.0007b796	user_options->rp_gen_func_min	1
TOP.648b6fa2.0007b796	user_options->rp_gen_seed	0
TOP.648b6fa2.0007b796	user_options->runtime	0
TOP.648b6fa2.0007b796	user_options->scrypt_tmto	0
TOP.648b6fa2.0007b796	user_options->segment_size	33554432
TOP.648b6fa2.0007b796	user_options->self_test_disable	0
TOP.648b6fa2.0007b796	user_options->slow_candidates	0
TOP.648b6fa2.0007b796	user_options->show	0
TOP.648b6fa2.0007b796	user_options->speed_only	0
TOP.648b6fa2.0007b796	user_options->spin_damp	0
TOP.648b6fa2.0007b796	user_options->status	0
TOP.648b6fa2.0007b796	user_options->status_json	0
TOP.648b6fa2.0007b796	user_options->status_timer	10
TOP.648b6fa2.0007b796	user_options->stdout_flag	0
TOP.648b6fa2.0007b796	user_options->usage	0
TOP.648b6fa2.0007b796	user_options->username	0
TOP.648b6fa2.0007b796	user_options->veracrypt_pim_start	485
TOP.648b6fa2.0007b796	user_options->veracrypt_pim_stop	485
TOP.648b6fa2.0007b796	user_options->version	0
TOP.648b6fa2.0007b796	user_options->workload_profile	2
TOP.648b6fa2.0007b796	user_options->brain_client	0
TOP.648b6fa2.0007b796	user_options->brain_client_features	2
TOP.648b6fa2.0007b796	user_options->brain_server	0
TOP.648b6fa2.0007b796	user_options->brain_server_timer	300
TOP.648b6fa2.0007b796	user_options->brain_port	6863
TOP.648b6fa2.0007b796	user_options->brain_session	0
TOP.648b6fa2.0007b796	hashes->hashlist_mode	2
TOP.648b6fa2.0007b796	hashes->hashlist_format	0
TOP.648b6fa2.0007b796	hashes->hashes_cnt	0
TOP.648b6fa2.0007b796	hashes->digests_cnt	1
TOP.648b6fa2.0007b796	hashes->digests_done_pot	0
TOP.648b6fa2.0007b796	hashes->digests_done_zero	0
TOP.648b6fa2.0007b796	hashes->digests_done	0
TOP.648b6fa2.0007b796	hashes->salts_cnt	1
TOP.648b6fa2.0007b796	hashes->salts_done	0
TOP.648b6fa2.0007b796	SUB.648b6fa2.000eae6f	START
TOP.648b6fa2.0007b796	SUB.648b6fa2.000eae6f	mask_ctx->mask	?a
TOP.648b6fa2.0007b796	SUB.648b6fa2.000eae6f	runtime_start	1686859683
TOP.648b6fa2.0007b796	SUB.648b6fa2.000eae6f	runtime_stop	1686859683
TOP.648b6fa2.0007b796	SUB.648b6fa2.000eae6f	hashes->digests_done_new	0
TOP.648b6fa2.0007b796	SUB.648b6fa2.000eae6f	status-after-work	5
TOP.648b6fa2.0007b796	SUB.648b6fa2.000eae6f	STOP
TOP.648b6fa2.0007b796	SUB.648b6fa3.0007fbeb	START
TOP.648b6fa2.0007b796	SUB.648b6fa3.0007fbeb	mask_ctx->mask	?a?a
TOP.648b6fa2.0007b796	SUB.648b6fa3.0007fbeb	runtime_start	1686859683
TOP.648b6fa2.0007b796	SUB.648b6fa3.0007fbeb	runtime_stop	1686859683
TOP.648b6fa2.0007b796	SUB.648b6fa3.0007fbeb	hashes->digests_done_new	0
TOP.648b6fa2.0007b796	SUB.648b6fa3.0007fbeb	status-after-work	5
TOP.648b6fa2.0007b796	SUB.648b6fa3.0007fbeb	STOP
TOP.648b6fa2.0007b796	SUB.648b6fa3.000f27d6	START
TOP.648b6fa2.0007b796	SUB.648b6fa3.000f27d6	mask_ctx->mask	?a?a?a
TOP.648b6fa2.0007b796	SUB.648b6fa3.000f27d6	runtime_start	1686859684
TOP.648b6fa2.0007b796	SUB.648b6fa3.000f27d6	runtime_stop	1686859684
TOP.648b6fa2.0007b796	SUB.648b6fa3.000f27d6	hashes->digests_done_new	0
TOP.648b6fa2.0007b796	SUB.648b6fa3.000f27d6	status-after-work	5
TOP.648b6fa2.0007b796	SUB.648b6fa3.000f27d6	STOP
TOP.648b6fa2.0007b796	SUB.648b6fa4.00073531	START
TOP.648b6fa2.0007b796	SUB.648b6fa4.00073531	mask_ctx->mask	?a?a?a?a
TOP.648b6fa2.0007b796	SUB.648b6fa4.00073531	runtime_start	1686859684
TOP.648b6fa2.0007b796	SUB.648b6fa4.00073531	runtime_stop	1686859684
TOP.648b6fa2.0007b796	SUB.648b6fa4.00073531	hashes->digests_done_new	0
TOP.648b6fa2.0007b796	SUB.648b6fa4.00073531	status-after-work	5
TOP.648b6fa2.0007b796	SUB.648b6fa4.00073531	STOP
TOP.648b6fa2.0007b796	SUB.648b6fa4.000ef980	START
TOP.648b6fa2.0007b796	SUB.648b6fa4.000ef980	mask_ctx->mask	?a?a?a?a?a
TOP.648b6fa2.0007b796	SUB.648b6fa4.000ef980	runtime_start	1686859685
TOP.648b6fa2.0007b796	SUB.648b6fa4.000ef980	runtime_stop	1686859686
TOP.648b6fa2.0007b796	SUB.648b6fa4.000ef980	hashes->digests_done_new	0
TOP.648b6fa2.0007b796	SUB.648b6fa4.000ef980	status-after-work	5
TOP.648b6fa2.0007b796	SUB.648b6fa4.000ef980	STOP
TOP.648b6fa2.0007b796	SUB.648b6fa6.000986b5	START
TOP.648b6fa2.0007b796	SUB.648b6fa6.000986b5	mask_ctx->mask	?a?a?a?a?a?a
TOP.648b6fa2.0007b796	SUB.648b6fa6.000986b5	runtime_start	1686859687
TOP.648b6fa2.0007b796	SUB.648b6fa6.000986b5	runtime_stop	1686859708
TOP.648b6fa2.0007b796	SUB.648b6fa6.000986b5	hashes->digests_done_new	0
TOP.648b6fa2.0007b796	SUB.648b6fa6.000986b5	status-after-work	8
TOP.648b6fa2.0007b796	SUB.648b6fa6.000986b5	STOP
TOP.648b6fa2.0007b796	proc_start	1686859682
TOP.648b6fa2.0007b796	proc_stop	1686859709
TOP.648b6fa2.0007b796	STOP
TOP.648b70c3.00037db6	START
TOP.648b70c3.00037db6	folder_config->cwd	C:\Users\User0\Desktop\Утилиты\hashcat-6.2.6
TOP.648b70c3.00037db6	folder_config->install_dir	.
TOP.648b70c3.00037db6	folder_config->profile_dir	.
TOP.648b70c3.00037db6	folder_config->session_dir	.
TOP.648b70c3.00037db6	folder_config->shared_dir	.
TOP.648b70c3.00037db6	user_options->encoding_from	utf-8
TOP.648b70c3.00037db6	user_options->encoding_to	utf-8
TOP.648b70c3.00037db6	user_options->rule_buf_l	:
TOP.648b70c3.00037db6	user_options->rule_buf_r	:
TOP.648b70c3.00037db6	user_options->session	hashcat
TOP.648b70c3.00037db6	user_options->separator	:
TOP.648b70c3.00037db6	user_options->limit	0
TOP.648b70c3.00037db6	user_options->skip	0
TOP.648b70c3.00037db6	user_options->attack_mode	3
TOP.648b70c3.00037db6	user_options->benchmark	0
TOP.648b70c3.00037db6	user_options->benchmark_all	0
TOP.648b70c3.00037db6	user_options->bitmap_max	18
TOP.648b70c3.00037db6	user_options->bitmap_min	16
TOP.648b70c3.00037db6	user_options->debug_mode	0
TOP.648b70c3.00037db6	user_options->hash_info	0
TOP.648b70c3.00037db6	user_options->force	0
TOP.648b70c3.00037db6	user_options->hwmon_disable	0
TOP.648b70c3.00037db6	user_options->hwmon_temp_abort	90
TOP.648b70c3.00037db6	user_options->hash_mode	0
TOP.648b70c3.00037db6	user_options->hex_charset	0
TOP.648b70c3.00037db6	user_options->hex_salt	0
TOP.648b70c3.00037db6	user_options->hex_wordlist	0
TOP.648b70c3.00037db6	user_options->hook_threads	16
TOP.648b70c3.00037db6	user_options->identify	0
TOP.648b70c3.00037db6	user_options->increment	1
TOP.648b70c3.00037db6	user_options->increment_max	256
TOP.648b70c3.00037db6	user_options->increment_min	1
TOP.648b70c3.00037db6	user_options->keep_guessing	0
TOP.648b70c3.00037db6	user_options->kernel_accel	0
TOP.648b70c3.00037db6	user_options->kernel_loops	0
TOP.648b70c3.00037db6	user_options->kernel_threads	0
TOP.648b70c3.00037db6	user_options->keyspace	0
TOP.648b70c3.00037db6	user_options->left	0
TOP.648b70c3.00037db6	user_options->logfile_disable	0
TOP.648b70c3.00037db6	user_options->loopback	0
TOP.648b70c3.00037db6	user_options->machine_readable	0
TOP.648b70c3.00037db6	user_options->markov_classic	0
TOP.648b70c3.00037db6	user_options->markov_disable	0
TOP.648b70c3.00037db6	user_options->markov_inverse	0
TOP.648b70c3.00037db6	user_options->markov_threshold	256
TOP.648b70c3.00037db6	user_options->multiply_accel_disable	0
TOP.648b70c3.00037db6	user_options->backend_info	0
TOP.648b70c3.00037db6	user_options->backend_vector_width	0
TOP.648b70c3.00037db6	user_options->optimized_kernel_enable	0
TOP.648b70c3.00037db6	user_options->outfile_autohex	1
TOP.648b70c3.00037db6	user_options->outfile_check_timer	5
TOP.648b70c3.00037db6	user_options->outfile_format	3
TOP.648b70c3.00037db6	user_options->wordlist_autohex_disable	0
TOP.648b70c3.00037db6	user_options->potfile_disable	0
TOP.648b70c3.00037db6	user_options->progress_only	0
TOP.648b70c3.00037db6	user_options->quiet	0
TOP.648b70c3.00037db6	user_options->remove	0
TOP.648b70c3.00037db6	user_options->remove_timer	60
TOP.648b70c3.00037db6	user_options->restore	0
TOP.648b70c3.00037db6	user_options->restore_disable	0
TOP.648b70c3.00037db6	user_options->restore_timer	1
TOP.648b70c3.00037db6	user_options->rp_files_cnt	0
TOP.648b70c3.00037db6	user_options->rp_gen	0
TOP.648b70c3.00037db6	user_options->rp_gen_func_max	4
TOP.648b70c3.00037db6	user_options->rp_gen_func_min	1
TOP.648b70c3.00037db6	user_options->rp_gen_seed	0
TOP.648b70c3.00037db6	user_options->runtime	0
TOP.648b70c3.00037db6	user_options->scrypt_tmto	0
TOP.648b70c3.00037db6	user_options->segment_size	33554432
TOP.648b70c3.00037db6	user_options->self_test_disable	0
TOP.648b70c3.00037db6	user_options->slow_candidates	0
TOP.648b70c3.00037db6	user_options->show	0
TOP.648b70c3.00037db6	user_options->speed_only	0
TOP.648b70c3.00037db6	user_options->spin_damp	0
TOP.648b70c3.00037db6	user_options->status	0
TOP.648b70c3.00037db6	user_options->status_json	0
TOP.648b70c3.00037db6	user_options->status_timer	10
TOP.648b70c3.00037db6	user_options->stdout_flag	0
TOP.648b70c3.00037db6	user_options->usage	0
TOP.648b70c3.00037db6	user_options->username	0
TOP.648b70c3.00037db6	user_options->veracrypt_pim_start	485
TOP.648b70c3.00037db6	user_options->veracrypt_pim_stop	485
TOP.648b70c3.00037db6	user_options->version	0
TOP.648b70c3.00037db6	user_options->workload_profile	2
TOP.648b70c3.00037db6	user_options->brain_client	0
TOP.648b70c3.00037db6	user_options->brain_client_features	2
TOP.648b70c3.00037db6	user_options->brain_server	0
TOP.648b70c3.00037db6	user_options->brain_server_timer	300
TOP.648b70c3.00037db6	user_options->brain_port	6863
TOP.648b70c3.00037db6	user_options->brain_session	0
TOP.648b70c3.00037db6	hashes->hashlist_mode	2
TOP.648b70c3.00037db6	hashes->hashlist_format	0
TOP.648b70c3.00037db6	hashes->hashes_cnt	0
TOP.648b70c3.00037db6	hashes->digests_cnt	1
TOP.648b70c3.00037db6	hashes->digests_done_pot	0
TOP.648b70c3.00037db6	hashes->digests_done_zero	0
TOP.648b70c3.00037db6	hashes->digests_done	0
TOP.648b70c3.00037db6	hashes->salts_cnt	1
TOP.648b70c3.00037db6	hashes->salts_done	0
TOP.648b70c3.00037db6	SUB.648b70c3.000a5df7	START
TOP.648b70c3.00037db6	SUB.648b70c3.000a5df7	mask_ctx->mask	?a
TOP.648b70c3.00037db6	SUB.648b70c3.000a5df7	runtime_start	1686859972
TOP.648b70c3.00037db6	SUB.648b70c3.000a5df7	runtime_stop	1686859972
TOP.648b70c3.00037db6	SUB.648b70c3.000a5df7	hashes->digests_done_new	0
TOP.648b70c3.00037db6	SUB.648b70c3.000a5df7	status-after-work	5
TOP.648b70c3.00037db6	SUB.648b70c3.000a5df7	STOP
TOP.648b70c3.00037db6	SUB.648b70c4.00040567	START
TOP.648b70c3.00037db6	SUB.648b70c4.00040567	mask_ctx->mask	?a?a
TOP.648b70c3.00037db6	SUB.648b70c4.00040567	runtime_start	1686859972
TOP.648b70c3.00037db6	SUB.648b70c4.00040567	runtime_stop	1686859972
TOP.648b70c3.00037db6	SUB.648b70c4.00040567	hashes->digests_done_new	0
TOP.648b70c3.00037db6	SUB.648b70c4.00040567	status-after-work	5
TOP.648b70c3.00037db6	SUB.648b70c4.00040567	STOP
TOP.648b70c3.00037db6	SUB.648b70c4.000b9f70	START
TOP.648b70c3.00037db6	SUB.648b70c4.000b9f70	mask_ctx->mask	?a?a?a
TOP.648b70c3.00037db6	SUB.648b70c4.000b9f70	runtime_start	1686859973
TOP.648b70c3.00037db6	SUB.648b70c4.000b9f70	runtime_stop	1686859973
TOP.648b70c3.00037db6	SUB.648b70c4.000b9f70	hashes->digests_done_new	0
TOP.648b70c3.00037db6	SUB.648b70c4.000b9f70	status-after-work	5
TOP.648b70c3.00037db6	SUB.648b70c4.000b9f70	STOP
TOP.648b70c3.00037db6	SUB.648b70c5.0003ff63	START
TOP.648b70c3.00037db6	SUB.648b70c5.0003ff63	mask_ctx->mask	?a?a?a?a
TOP.648b70c3.00037db6	SUB.648b70c5.0003ff63	runtime_start	1686859973
TOP.648b70c3.00037db6	SUB.648b70c5.0003ff63	runtime_stop	1686859973
TOP.648b70c3.00037db6	SUB.648b70c5.0003ff63	hashes->digests_done_new	0
TOP.648b70c3.00037db6	SUB.648b70c5.0003ff63	status-after-work	5
TOP.648b70c3.00037db6	SUB.648b70c5.0003ff63	STOP
TOP.648b70c3.00037db6	SUB.648b70c5.000becf2	START
TOP.648b70c3.00037db6	SUB.648b70c5.000becf2	mask_ctx->mask	?a?a?a?a?a
TOP.648b70c3.00037db6	SUB.648b70c5.000becf2	runtime_start	1686859974
TOP.648b70c3.00037db6	SUB.648b70c5.000becf2	runtime_stop	1686859975
TOP.648b70c3.00037db6	SUB.648b70c5.000becf2	hashes->digests_done_new	0
TOP.648b70c3.00037db6	SUB.648b70c5.000becf2	status-after-work	5
TOP.648b70c3.00037db6	SUB.648b70c5.000becf2	STOP
TOP.648b70c3.00037db6	SUB.648b70c7.0009811e	START
TOP.648b70c3.00037db6	SUB.648b70c7.0009811e	mask_ctx->mask	?a?a?a?a?a?a
TOP.648b70c3.00037db6	SUB.648b70c7.0009811e	runtime_start	1686859976
TOP.648b70c3.00037db6	SUB.648b70c7.0009811e	runtime_stop	1686859982
TOP.648b70c3.00037db6	SUB.648b70c7.0009811e	hashes->digests_done_new	0
TOP.648b70c3.00037db6	SUB.648b70c7.0009811e	status-after-work	8
TOP.648b70c3.00037db6	SUB.648b70c7.0009811e	STOP
TOP.648b70c3.00037db6	proc_start	1686859971
TOP.648b70c3.00037db6	proc_stop	1686859983
TOP.648b70c3.00037db6	STOP
TOP.648b70f1.0004c449	START
TOP.648b70f1.0004c449	folder_config->cwd	C:\Users\User0\Desktop\Утилиты\hashcat-6.2.6
TOP.648b70f1.0004c449	folder_config->install_dir	.
TOP.648b70f1.0004c449	folder_config->profile_dir	.
TOP.648b70f1.0004c449	folder_config->session_dir	.
TOP.648b70f1.0004c449	folder_config->shared_dir	.
TOP.648b70f1.0004c449	user_options->encoding_from	utf-8
TOP.648b70f1.0004c449	user_options->encoding_to	utf-8
TOP.648b70f1.0004c449	user_options->rule_buf_l	:
TOP.648b70f1.0004c449	user_options->rule_buf_r	:
TOP.648b70f1.0004c449	user_options->session	hashcat
TOP.648b70f1.0004c449	user_options->separator	:
TOP.648b70f1.0004c449	user_options->limit	0
TOP.648b70f1.0004c449	user_options->skip	0
TOP.648b70f1.0004c449	user_options->attack_mode	3
TOP.648b70f1.0004c449	user_options->benchmark	0
TOP.648b70f1.0004c449	user_options->benchmark_all	0
TOP.648b70f1.0004c449	user_options->bitmap_max	18
TOP.648b70f1.0004c449	user_options->bitmap_min	16
TOP.648b70f1.0004c449	user_options->debug_mode	0
TOP.648b70f1.0004c449	user_options->hash_info	0
TOP.648b70f1.0004c449	user_options->force	0
TOP.648b70f1.0004c449	user_options->hwmon_disable	0
TOP.648b70f1.0004c449	user_options->hwmon_temp_abort	90
TOP.648b70f1.0004c449	user_options->hash_mode	0
TOP.648b70f1.0004c449	user_options->hex_charset	0
TOP.648b70f1.0004c449	user_options->hex_salt	0
TOP.648b70f1.0004c449	user_options->hex_wordlist	0
TOP.648b70f1.0004c449	user_options->hook_threads	16
TOP.648b70f1.0004c449	user_options->identify	0
TOP.648b70f1.0004c449	user_options->increment	1
TOP.648b70f1.0004c449	user_options->increment_max	256
TOP.648b70f1.0004c449	user_options->increment_min	1
TOP.648b70f1.0004c449	user_options->keep_guessing	0
TOP.648b70f1.0004c449	user_options->kernel_accel	0
TOP.648b70f1.0004c449	user_options->kernel_loops	0
TOP.648b70f1.0004c449	user_options->kernel_threads	0
TOP.648b70f1.0004c449	user_options->keyspace	0
TOP.648b70f1.0004c449	user_options->left	0
TOP.648b70f1.0004c449	user_options->logfile_disable	0
TOP.648b70f1.0004c449	user_options->loopback	0
TOP.648b70f1.0004c449	user_options->machine_readable	0
TOP.648b70f1.0004c449	user_options->markov_classic	0
TOP.648b70f1.0004c449	user_options->markov_disable	0
TOP.648b70f1.0004c449	user_options->markov_inverse	0
TOP.648b70f1.0004c449	user_options->markov_threshold	256
TOP.648b70f1.0004c449	user_options->multiply_accel_disable	0
TOP.648b70f1.0004c449	user_options->backend_info	0
TOP.648b70f1.0004c449	user_options->backend_vector_width	0
TOP.648b70f1.0004c449	user_options->optimized_kernel_enable	1
TOP.648b70f1.0004c449	user_options->outfile_autohex	1
TOP.648b70f1.0004c449	user_options->outfile_check_timer	5
TOP.648b70f1.0004c449	user_options->outfile_format	3
TOP.648b70f1.0004c449	user_options->wordlist_autohex_disable	0
TOP.648b70f1.0004c449	user_options->potfile_disable	0
TOP.648b70f1.0004c449	user_options->progress_only	0
TOP.648b70f1.0004c449	user_options->quiet	0
TOP.648b70f1.0004c449	user_options->remove	0
TOP.648b70f1.0004c449	user_options->remove_timer	60
TOP.648b70f1.0004c449	user_options->restore	0
TOP.648b70f1.0004c449	user_options->restore_disable	0
TOP.648b70f1.0004c449	user_options->restore_timer	1
TOP.648b70f1.0004c449	user_options->rp_files_cnt	0
TOP.648b70f1.0004c449	user_options->rp_gen	0
TOP.648b70f1.0004c449	user_options->rp_gen_func_max	4
TOP.648b70f1.0004c449	user_options->rp_gen_func_min	1
TOP.648b70f1.0004c449	user_options->rp_gen_seed	0
TOP.648b70f1.0004c449	user_options->runtime	0
TOP.648b70f1.0004c449	user_options->scrypt_tmto	0
TOP.648b70f1.0004c449	user_options->segment_size	33554432
TOP.648b70f1.0004c449	user_options->self_test_disable	0
TOP.648b70f1.0004c449	user_options->slow_candidates	0
TOP.648b70f1.0004c449	user_options->show	0
TOP.648b70f1.0004c449	user_options->speed_only	0
TOP.648b70f1.0004c449	user_options->spin_damp	0
TOP.648b70f1.0004c449	user_options->status	0
TOP.648b70f1.0004c449	user_options->status_json	0
TOP.648b70f1.0004c449	user_options->status_timer	10
TOP.648b70f1.0004c449	user_options->stdout_flag	0
TOP.648b70f1.0004c449	user_options->usage	0
TOP.648b70f1.0004c449	user_options->username	0
TOP.648b70f1.0004c449	user_options->veracrypt_pim_start	485
TOP.648b70f1.0004c449	user_options->veracrypt_pim_stop	485
TOP.648b70f1.0004c449	user_options->version	0
TOP.648b70f1.0004c449	user_options->workload_profile	3
TOP.648b70f1.0004c449	user_options->brain_client	0
TOP.648b70f1.0004c449	user_options->brain_client_features	2
TOP.648b70f1.0004c449	user_options->brain_server	0
TOP.648b70f1.0004c449	user_options->brain_server_timer	300
TOP.648b70f1.0004c449	user_options->brain_port	6863
TOP.648b70f1.0004c449	user_options->brain_session	0
TOP.648b70f1.0004c449	hashes->hashlist_mode	2
TOP.648b70f1.0004c449	hashes->hashlist_format	0
TOP.648b70f1.0004c449	hashes->hashes_cnt	0
TOP.648b70f1.0004c449	hashes->digests_cnt	1
TOP.648b70f1.0004c449	hashes->digests_done_pot	0
TOP.648b70f1.0004c449	hashes->digests_done_zero	0
TOP.648b70f1.0004c449	hashes->digests_done	0
TOP.648b70f1.0004c449	hashes->salts_cnt	1
TOP.648b70f1.0004c449	hashes->salts_done	0
TOP.648b70f1.0004c449	SUB.648b70f1.000bacf0	START
TOP.648b70f1.0004c449	SUB.648b70f1.000bacf0	mask_ctx->mask	?a
TOP.648b70f1.0004c449	SUB.648b70f1.000bacf0	runtime_start	1686860018
TOP.648b70f1.0004c449	SUB.648b70f1.000bacf0	runtime_stop	1686860018
TOP.648b70f1.0004c449	SUB.648b70f1.000bacf0	hashes->digests_done_new	0
TOP.648b70f1.0004c449	SUB.648b70f1.000bacf0	status-after-work	5
TOP.648b70f1.0004c449	SUB.648b70f1.000bacf0	STOP
TOP.648b70f1.0004c449	SUB.648b70f2.000351bf	START
TOP.648b70f1.0004c449	SUB.648b70f2.000351bf	mask_ctx->mask	?a?a
TOP.648b70f1.0004c449	SUB.648b70f2.000351bf	runtime_start	1686860018
TOP.648b70f1.0004c449	SUB.648b70f2.000351bf	runtime_stop	1686860018
TOP.648b70f1.0004c449	SUB.648b70f2.000351bf	hashes->digests_done_new	0
TOP.648b70f1.0004c449	SUB.648b70f2.000351bf	status-after-work	5
TOP.648b70f1.0004c449	SUB.648b70f2.000351bf	STOP
TOP.648b70f1.0004c449	SUB.648b70f2.00085041	START
TOP.648b70f1.0004c449	SUB.648b70f2.00085041	mask_ctx->mask	?a?a?a
TOP.648b70f1.0004c449	SUB.648b70f2.00085041	runtime_start	1686860018
TOP.648b70f1.0004c449	SUB.648b70f2.00085041	runtime_stop	1686860018
